OrphaCode,Name,ExpertLink,ClassOrphaCodes,ClassNames
139450,Microtia-eye coloboma-imperforation of the nasolacrimal duct syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139450,93890,Rare developmental defect during embryogenesis
139455,Autosomal recessive bestrophinopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139455,97966,Rare ophthalmic disorder
1574,Retinal degeneration-nanophthalmos-glaucoma syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1574,97966,Rare ophthalmic disorder
139466,SERKAL syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139466,93890,Rare developmental defect during embryogenesis
1596,Distal monosomy 15q,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1596,93890,Rare developmental defect during embryogenesis
139471,Microphthalmia with brain and digit anomalies,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139471,93890,Rare developmental defect during embryogenesis
139474,17q11.2 microduplication syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139474,93890,Rare developmental defect during embryogenesis
1617,2q24 microdeletion syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1617,93890,Rare developmental defect during embryogenesis
1606,1p36 deletion syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1606,93890,Rare developmental defect during embryogenesis
139480,Autosomal recessive spastic paraplegia type 39,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139480,98006,Rare neurologic disease
1647,Oculocerebrocutaneous syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1647,93890,Rare developmental defect during embryogenesis
139485,Autosomal recessive ataxia due to ubiquinone deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139485,98006,Rare neurologic disease
139491,Hemochromatosis type 4,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139491,57146,Rare hepatic disease
1653,Dentin dysplasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1653,98026,Rare odontologic disease
139507,African iron overload,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139507,57146,Rare hepatic disease
139515,Charcot-Marie-Tooth disease type 4J,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139515,98006,Rare neurologic disease
139512,Neuropathy with hearing impairment,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139512,98006,Rare neurologic disease
1657,"Dermatoosteolysis, Kirghizian type",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1657,93890,Rare developmental defect during embryogenesis
139525,Distal hereditary motor neuropathy type 2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139525,98006,Rare neurologic disease
1658,Absence of fingerprints-congenital milia syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1658,89826,Rare skin disease
139518,Distal hereditary motor neuropathy type 1,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139518,98006,Rare neurologic disease
1659,Dermatoleukodystrophy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1659,98006,Rare neurologic disease
139547,Distal spinal muscular atrophy type 3,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139547,98006,Rare neurologic disease
139536,Distal hereditary motor neuropathy type 5,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139536,98006,Rare neurologic disease
1660,Dermoodontodysplasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1660,93890,Rare developmental defect during embryogenesis
139557,X-linked distal spinal muscular atrophy type 3,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139557,98006,Rare neurologic disease
1661,X-linked corneal dermoid,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1661,97966,Rare ophthalmic disorder
1662,Restrictive dermopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1662,93890,Rare developmental defect during embryogenesis
139552,"Distal hereditary motor neuropathy, Jerash type",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139552,98006,Rare neurologic disease
139573,Hereditary sensory and autonomic neuropathy with deafness and global delay,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139573,98006,Rare neurologic disease
1665,Sporadic fetal brain disruption sequence,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1665,93890,Rare developmental defect during embryogenesis
139564,Hereditary sensory and autonomic neuropathy type 1B,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139564,98006,Rare neurologic disease
139583,X-linked hereditary sensory and autonomic neuropathy with deafness,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139583,98006,Rare neurologic disease
1667,Wolcott-Rallison syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1667,93419,Rare bone disease
139578,Mutilating hereditary sensory neuropathy with spastic paraplegia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139578,98006,Rare neurologic disease
139589,Distal hereditary motor neuropathy type 7,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139589,98006,Rare neurologic disease
1671,Split cord malformation type I,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1671,93890,Rare developmental defect during embryogenesis
140917,Stapes ankylosis with broad thumbs and toes,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140917,93890,Rare developmental defect during embryogenesis
1548,Cryptorchidism-arachnodactyly-intellectual disability syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1548,93890,Rare developmental defect during embryogenesis
1547,Cryptomicrotia-brachydactyly-excess fingertip arch syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1547,93890,Rare developmental defect during embryogenesis
140922,Titin-related limb-girdle muscular dystrophy R10,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140922,98006,Rare neurologic disease
1545,Crisponi syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1545,98006,Rare neurologic disease
140905,Hyperlipidemia due to hepatic triacylglycerol lipase deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140905,97978,Rare endocrine disease
1540,Jackson-Weiss syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1540,93890,Rare developmental defect during embryogenesis
140908,Brachydactyly type B2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140908,93890,Rare developmental defect during embryogenesis
140896,Severe acute respiratory syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140896,97955,Rare respiratory disease
1532,GÃ³mez-LÃ³pez-HernÃ¡ndez syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1532,93890,Rare developmental defect during embryogenesis
140952,Syndactyly-telecanthus-anogenital and renal malformations syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140952,93890,Rare developmental defect during embryogenesis
140957,Autosomal dominant macrothrombocytopenia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140957,97992,Rare hematologic disease
140944,CLOVES syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140944,93890,Rare developmental defect during embryogenesis
140949,Low-flow priapism,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140949,101433,Rare urogenital disease
1555,Cutis gyrata-acanthosis nigricans-craniosynostosis syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1555,93890,Rare developmental defect during embryogenesis
140936,Lelis syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140936,93890,Rare developmental defect during embryogenesis
140941,Short stature due to primary acid-labile subunit deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140941,97978,Rare endocrine disease
1553,Curry-Jones syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1553,93890,Rare developmental defect during embryogenesis
140927,Benign familial neonatal-infantile seizures,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140927,98006,Rare neurologic disease
140933,Linear atrophoderma of Moulin,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140933,89826,Rare skin disease
140989,Primary angiitis of the central nervous system,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140989,98006,Rare neurologic disease
1566,Dandy-Walker malformation-postaxial polydactyly syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1566,93890,Rare developmental defect during embryogenesis
140976,RHYNS syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140976,93890,Rare developmental defect during embryogenesis
1563,Dahlberg-Borer-Newcomer syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1563,93890,Rare developmental defect during embryogenesis
140969,Saldino-Mainzer syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140969,93419,Rare bone disease
140966,"Palmoplantar keratoderma, Nagashima type",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140966,89826,Rare skin disease
1562,Dacryocystitis-osteopoikilosis syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1562,93419,Rare bone disease
140963,Bilateral microtia-deafness-cleft palate syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140963,93890,Rare developmental defect during embryogenesis
141046,Cervical dermoid cyst,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=141046,98036,Rare otorhinolaryngologic disease
382,Guanidinoacetate methyltransferase deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=382,68367,Rare inborn errors of metabolism
742,Prolidase deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=742,68367,Rare inborn errors of metabolism
141037,Fourth branchial cleft anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=141037,93890,Rare developmental defect during embryogenesis
141030,Third branchial cleft anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=141030,93890,Rare developmental defect during embryogenesis
141022,Second branchial cleft anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=141022,93890,Rare developmental defect during embryogenesis
1979,Lipodystrophy due to peptidic growth factors deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1979,97978,Rare endocrine disease
141013,First branchial cleft anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=141013,93890,Rare developmental defect during embryogenesis
1571,Knobloch syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1571,93890,Rare developmental defect during embryogenesis
141007,Orofaciodigital syndrome type 9,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=141007,93890,Rare developmental defect during embryogenesis
1551,Familial benign copper deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1551,68367,Rare inborn errors of metabolism
1568,X-linked intellectual disability-Dandy-Walker malformation-basal ganglia disease-seizures syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1568,93890,Rare developmental defect during embryogenesis
141000,Orofaciodigital syndrome type 11,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=141000,93890,Rare developmental defect during embryogenesis
1497,X-linked complicated corpus callosum dysgenesis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1497,93890,Rare developmental defect during embryogenesis
140436,Primary intraosseous venous malformation,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140436,93890,Rare developmental defect during embryogenesis
1493,Vici syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1493,93890,Rare developmental defect during embryogenesis
140286,Secondary hypoparathyroidism due to impaired parathormon secretion,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140286,97978,Rare endocrine disease
1495,Intellectual disability-hypoplastic corpus callosum-preauricular tag syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1495,93890,Rare developmental defect during embryogenesis
1509,Coxopodopatellar syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1509,93890,Rare developmental defect during embryogenesis
1512,Crane-Heise syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1512,93890,Rare developmental defect during embryogenesis
1506,Thin ribs-tubular bones-dysmorphism syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1506,93419,Rare bone disease
1508,Coxoauricular syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1508,93419,Rare bone disease
1507,Autosomal recessive Robinow syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1507,93890,Rare developmental defect during embryogenesis
1517,CantÃº syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1517,93890,Rare developmental defect during embryogenesis
1519,SPECC1L-related hypertelorism syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1519,93890,Rare developmental defect during embryogenesis
1520,Craniofrontonasal dysplasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1520,93890,Rare developmental defect during embryogenesis
1513,Craniodiaphyseal dysplasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1513,93419,Rare bone disease
1514,Craniodigital-intellectual disability syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1514,93890,Rare developmental defect during embryogenesis
140481,Autosomal dominant slowed nerve conduction velocity,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140481,98006,Rare neurologic disease
1515,Cranioectodermal dysplasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1515,93890,Rare developmental defect during embryogenesis
1516,Non-syndromic bilambdoid and sagittal craniosynostosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1516,93890,Rare developmental defect during embryogenesis
1527,"Craniosynostosis, Philadelphia type",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1527,93890,Rare developmental defect during embryogenesis
1528,Craniotelencephalic dysplasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1528,93890,Rare developmental defect during embryogenesis
1529,Craniofacial-deafness-hand syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1529,93890,Rare developmental defect during embryogenesis
1521,Craniofrontonasal dysplasia-Poland anomaly syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1521,93890,Rare developmental defect during embryogenesis
1522,Craniometaphyseal dysplasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1522,93419,Rare bone disease
1525,Cranio-osteoarthropathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1525,93419,Rare bone disease
1969,Facial dysmorphism-anorexia-cachexia-eye and skin anomalies syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1969,93890,Rare developmental defect during embryogenesis
1968,Flat face-microstomia-ear anomaly syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1968,93890,Rare developmental defect during embryogenesis
1970,Facial dysmorphism-macrocephaly-myopia-Dandy-Walker malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1970,93890,Rare developmental defect during embryogenesis
1973,Faciocardiorenal syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1973,93890,Rare developmental defect during embryogenesis
1972,Lethal faciocardiomelic dysplasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1972,93890,Rare developmental defect during embryogenesis
1974,Autosomal recessive faciodigitogenital syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1974,93890,Rare developmental defect during embryogenesis
1962,Exostoses-anetodermia-brachydactyly type E syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1962,93419,Rare bone disease
1964,Extrasystoles-short stature-hyperpigmentation-microcephaly syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1964,93890,Rare developmental defect during embryogenesis
1822,Dysplasia epiphysealis hemimelica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1822,93419,Rare bone disease
1824,Lowry-Wood syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1824,93419,Rare bone disease
1952,Epiphyseal stippling-osteoclastic hyperplasia syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1952,93419,Rare bone disease
1954,Congenital lethal erythroderma,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1954,89826,Rare skin disease
1955,Spinocerebellar ataxia type 34,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1955,89826,Rare skin disease
1926,Diabetic embryopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1926,93890,Rare developmental defect during embryogenesis
2209,Maternal phenylketonuria,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2209,93890,Rare developmental defect during embryogenesis
1927,Emery-Nelson syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1927,93890,Rare developmental defect during embryogenesis
1937,Eng-Strom syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1937,93890,Rare developmental defect during embryogenesis
1920,Toluene embryopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1920,93890,Rare developmental defect during embryogenesis
1919,Phenobarbital embryopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1919,93890,Rare developmental defect during embryogenesis
1917,Fetal methylmercury syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1917,93890,Rare developmental defect during embryogenesis
1923,Methimazole embryofetopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1923,93890,Rare developmental defect during embryogenesis
1912,Fetal hydantoin syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1912,93890,Rare developmental defect during embryogenesis
1918,Fetal minoxidil syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1918,93890,Rare developmental defect during embryogenesis
1911,Cocaine embryofetopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1911,93890,Rare developmental defect during embryogenesis
1910,Fetal iodine syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1910,93890,Rare developmental defect during embryogenesis
1916,Diethylstilbestrol syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1916,93890,Rare developmental defect during embryogenesis
294,Fetal cytomegalovirus syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=294,93890,Rare developmental defect during embryogenesis
1914,Vitamin K antagonist embryofetopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1914,93890,Rare developmental defect during embryogenesis
1913,Fetal trimethadione syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1913,93890,Rare developmental defect during embryogenesis
1896,EEC syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1896,93890,Rare developmental defect during embryogenesis
1897,EEM syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1897,93890,Rare developmental defect during embryogenesis
1908,Aminopterin/methotrexate embryofetopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1908,93890,Rare developmental defect during embryogenesis
1909,Indomethacin embryofetopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1909,93890,Rare developmental defect during embryogenesis
1906,Fetal valproate spectrum disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1906,93890,Rare developmental defect during embryogenesis
1895,Edinburgh malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1895,93890,Rare developmental defect during embryogenesis
1891,Intellectual disability-spasticity-ectrodactyly syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1891,93890,Rare developmental defect during embryogenesis
1892,Ectrodactyly-polydactyly syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1892,93890,Rare developmental defect during embryogenesis
1816,Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1816,93890,Rare developmental defect during embryogenesis
1807,Focal facial dermal dysplasia type III,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1807,89826,Rare skin disease
1818,"Ectodermal dysplasia, trichoodontoonychial type",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1818,93890,Rare developmental defect during embryogenesis
1883,Ectodermal dysplasia-sensorineural deafness syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1883,93890,Rare developmental defect during embryogenesis
1882,Hypohidrotic ectodermal dysplasia-hypothyroidism-ciliary dyskinesia syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1882,93890,Rare developmental defect during embryogenesis
1875,Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1875,98006,Rare neurologic disease
1873,Jalili syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1873,93890,Rare developmental defect during embryogenesis
1879,Melorheostosis with osteopoikilosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1879,93419,Rare bone disease
1867,"Hereditary bullous dystrophy, macular type",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1867,93890,Rare developmental defect during embryogenesis
1872,Cone rod dystrophy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1872,97966,Rare ophthalmic disorder
1871,Progressive cone dystrophy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1871,97966,Rare ophthalmic disorder
1860,Thanatophoric dysplasia type 1,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1860,93419,Rare bone disease
1861,Thoracic dysplasia-hydrocephalus syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1861,93890,Rare developmental defect during embryogenesis
1865,"Dyssegmental dysplasia, Silverman-Handmaker type",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1865,93419,Rare bone disease
1858,Skeletal dysplasia-epilepsy-short stature syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1858,93890,Rare developmental defect during embryogenesis
1852,X-linked retinal dysplasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1852,97966,Rare ophthalmic disorder
1842,"Bone dysplasia, lethal Holmgren type",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1842,93419,Rare bone disease
1839,Hereditary mucoepithelial dysplasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1839,89826,Rare skin disease
1837,Ulna metaphyseal dysplasia syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1837,93419,Rare bone disease
1836,"Mesomelic dysplasia, Kantaputra type",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1836,93419,Rare bone disease
1834,Axial mesodermal dysplasia spectrum,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1834,93890,Rare developmental defect during embryogenesis
1830,Schimke immuno-osseous dysplasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1830,93419,Rare bone disease
1825,Epiphyseal dysplasia-hearing loss-dysmorphism syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1825,93890,Rare developmental defect during embryogenesis
1811,Odontomicronychial dysplasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1811,93890,Rare developmental defect during embryogenesis
1812,Ectodermal dysplasia-intellectual disability-central nervous system malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1812,93890,Rare developmental defect during embryogenesis
1808,"Hidrotic ectodermal dysplasia, Christianson-Fourie type",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1808,93890,Rare developmental defect during embryogenesis
1809,"Hidrotic ectodermal dysplasia, Halal type",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1809,93890,Rare developmental defect during embryogenesis
1806,Ectodermal dysplasia-blindness syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1806,93890,Rare developmental defect during embryogenesis
1802,Ghosal hematodiaphyseal dysplasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1802,93419,Rare bone disease
1803,Thoracomelic dysplasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1803,93419,Rare bone disease
1801,Kyphomelic dysplasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1801,93419,Rare bone disease
1798,"Dysostosis, Stanescu type",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1798,93419,Rare bone disease
1799,Familial developmental dysphasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1799,98006,Rare neurologic disease
1794,Oculomaxillofacial dysostosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1794,93890,Rare developmental defect during embryogenesis
2128,Isolated hemihyperplasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2128,93890,Rare developmental defect during embryogenesis
2136,Hennekam syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2136,93890,Rare developmental defect during embryogenesis
2138,"46,XX ovotesticular disorder of sex development",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2138,93890,Rare developmental defect during embryogenesis
2139,HernÃ¡ndez-Aguirre Negrete syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2139,93890,Rare developmental defect during embryogenesis
